Contraction:avg_deg,Contraction:in_n,Contraction:largest_clique,Contraction:max_deg,Contraction:out_n,Contraction:time,GraphInput:girg_options,GraphInput:graph,GraphInput:m,GraphInput:n,GraphInput:n_gen,GraphInput:option,GraphInput:time,PartLargestBag:max_partition_num,PartLargestBag:max_weight,PartLargestBag:mean_partition_num,PartLargestBag:median_partition_num,PartLargestBag:partition_option,PartLargestBag:time,Partition:AssignVertices:option,Partition:AssignVertices:time,Partition:MaximalIS:option,Partition:MaximalIS:size,Partition:MaximalIS:time,Partition:amount,Partition:average,Partition:hs_size,Partition:largest,Partition:median,Partition:num_branching,Partition:num_dead_end,Partition:num_lb2_reductions,Partition:num_lb_reductions,Partition:num_leaves,Partition:num_long_paths,Partition:num_sw_reductions,Partition:option,Partition:product_weight,Partition:smallest,Partition:time,PartitionBags:max_partition_num,PartitionBags:max_weight,PartitionBags:mean_partition_num,PartitionBags:median_partition_num,PartitionBags:partition_option,PartitionBags:time,Treewidth:clique_number,Treewidth:num_bags,Treewidth:option,Treewidth:time,Treewidth:treewidth,WeightedTreewidth:elimination_width,WeightedTreewidth:option,WeightedTreewidth:time,WeightedTreewidth:time_elimination_game,WeightedTreewidth:treewidth,option,time
,,,,,,,DD_g367,688,263,,ReadEL,0.001903,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10.339850002884624,2.6285714285714286,2.0,Partition(FastLargestClique),0.031188,5,210,HTD,0.007128,11,,,,,,PartitionTreedec,0.040433
,,,,,,,DD_g368,270,116,,ReadEL,0.001936,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6.584962500721156,2.5257731958762886,2.0,Partition(FastLargestClique),0.014069,5,97,HTD,0.005934,6,,,,,,PartitionTreedec,0.022188
,,,,,,,DD_g369,844,343,,ReadEL,0.01804,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,16.169925001442312,3.196296296296296,3.0,Partition(FastLargestClique),0.04327,5,270,HTD,0.008717,16,,,,,,PartitionTreedec,0.070251
,,,,,,,DD_g36,692,294,,ReadEL,0.002581,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11.169925001442312,2.933333333333333,2.0,Partition(FastLargestClique),0.038427,5,240,HTD,0.009088,12,,,,,,PartitionTreedec,0.050316
,,,,,,,DD_g370,1050,419,,ReadEL,0.028581,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,12.92481250360578,2.9941520467836256,2.0,Partition(FastLargestClique),0.049014,5,342,HTD,0.012137,14,,,,,,PartitionTreedec,0.089997
,,,,,,,DD_g371,630,257,,ReadEL,0.003008,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11.754887502163468,2.881516587677725,2.0,Partition(FastLargestClique),0.032776,5,211,HTD,0.007856,12,,,,,,PartitionTreedec,0.043856
,,,,,,,DD_g372,920,336,,ReadEL,0.002145,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,21.264662506490403,3.488372093023256,3.0,Partition(FastLargestClique),0.039243,5,258,HTD,0.011861,26,,,,,,PartitionTreedec,0.053488
,,,,,,,DD_g373,1649,616,,ReadEL,0.005445,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,16.509775004326936,3.2125506072874495,3.0,Partition(FastLargestClique),0.151081,5,494,HTD,0.219905,18,,,,,,PartitionTreedec,0.3767
,,,,,,,DD_g374,657,259,,ReadEL,0.001782,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14.169925001442312,3.0721153846153846,3.0,Partition(FastLargestClique),0.034352,5,208,HTD,0.014959,16,,,,,,PartitionTreedec,0.051317
,,,,,,,DD_g375,1099,471,,ReadEL,0.003497,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,16.75488750216347,3.2242744063324538,3.0,Partition(FastLargestClique),0.396562,5,379,HTD,0.068132,17,,,,,,PartitionTreedec,0.468444
,,,,,,,DD_g376,352,167,,ReadEL,0.001982,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9.169925001442312,2.7291666666666665,2.0,Partition(FastLargestClique),0.021903,4,144,HTD,0.007678,10,,,,,,PartitionTreedec,0.03177
,,,,,,,DD_g377,681,307,,ReadEL,0.001738,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10.584962500721156,2.8207171314741037,2.0,Partition(FastLargestClique),0.038724,5,251,HTD,0.023003,11,,,,,,PartitionTreedec,0.063685
,,,,,,,DD_g378,371,148,,ReadEL,0.01187,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11.169925001442312,2.73109243697479,2.0,Partition(FastLargestClique),0.017801,5,119,HTD,0.008067,11,,,,,,PartitionTreedec,0.037948
,,,,,,,DD_g379,813,362,,ReadEL,0.016098,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9.754887502163468,2.6033333333333335,2.0,Partition(FastLargestClique),0.043779,5,300,HTD,0.046433,11,,,,,,PartitionTreedec,0.106526
,,,,,,,DD_g37,1216,534,,ReadEL,0.018624,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,12.169925001442312,2.8843537414965987,2.0,Partition(FastLargestClique),0.065767,5,441,HTD,0.116942,13,,,,,,PartitionTreedec,0.201619
,,,,,,,DD_g380,976,404,,ReadEL,0.005947,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11.754887502163468,2.8125,2.0,Partition(FastLargestClique),0.050934,5,336,HTD,0.139217,12,,,,,,PartitionTreedec,0.196391
,,,,,,,DD_g381,415,145,,ReadEL,0.004523,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,13.92481250360578,2.991228070175439,3.0,Partition(FastLargestClique),0.018693,5,114,HTD,0.007551,16,,,,,,PartitionTreedec,0.03098
,,,,,,,DD_g382,688,260,,ReadEL,0.004171,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,15.92481250360578,3.4174757281553396,3.0,Partition(FastLargestClique),0.038238,5,206,HTD,0.007682,17,,,,,,PartitionTreedec,0.050312
,,,,,,,DD_g383,351,164,,ReadEL,0.008403,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8.584962500721156,2.4402985074626864,2.0,Partition(FastLargestClique),0.018436,5,134,HTD,0.011185,9,,,,,,PartitionTreedec,0.038236
,,,,,,,DD_g384,994,418,,ReadEL,0.003917,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13.754887502163468,3.0175953079178885,2.0,Partition(FastLargestClique),0.050251,5,341,HTD,0.211607,14,,,,,,PartitionTreedec,0.266022
,,,,,,,DD_g385,1278,442,,ReadEL,0.007859,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,21.169925001442312,3.694610778443114,3.0,Partition(FastLargestClique),0.054787,5,334,HTD,0.16432,24,,,,,,PartitionTreedec,0.227286
,,,,,,,DD_g386,700,294,,ReadEL,0.015922,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12.339850002884624,2.869747899159664,2.0,Partition(FastLargestClique),0.03997,5,238,HTD,0.013356,13,,,,,,PartitionTreedec,0.069468
,,,,,,,DD_g387,840,360,,ReadEL,0.008765,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,17.92481250360578,3.1881533101045294,2.0,Partition(FastLargestClique),0.046925,5,287,HTD,0.011907,19,,,,,,PartitionTreedec,0.06782
,,,,,,,DD_g388,1356,478,,ReadEL,0.003955,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14.92481250360578,3.3013333333333335,3.0,Partition(FastLargestClique),0.307376,5,375,HTD,0.103323,16,,,,,,PartitionTreedec,0.414909
,,,,,,,DD_g389,771,351,,ReadEL,0.006283,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8.169925001442312,2.6815068493150687,2.0,Partition(FastLargestClique),0.044049,5,292,HTD,0.010406,8,,,,,,PartitionTreedec,0.060958
,,,,,,,DD_g38,693,284,,ReadEL,0.002092,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11.584962500721156,2.537444933920705,2.0,Partition(FastLargestClique),0.032177,5,227,HTD,0.021056,12,,,,,,PartitionTreedec,0.055535
,,,,,,,DD_g390,981,405,,ReadEL,0.002468,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,18.339850002884624,3.187878787878788,2.0,Partition(FastLargestClique),0.048349,5,330,HTD,0.013244,19,,,,,,PartitionTreedec,0.064298
,,,,,,,DD_g391,292,131,,ReadEL,0.003758,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9.754887502163468,2.7714285714285714,2.0,Partition(FastLargestClique),0.014698,5,105,HTD,0.009324,10,,,,,,PartitionTreedec,0.02799
,,,,,,,DD_g392,962,333,,ReadEL,0.003557,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,17.169925001442312,3.147727272727273,2.0,Partition(FastLargestClique),0.044251,5,264,HTD,0.01224,20,,,,,,PartitionTreedec,0.060303
,,,,,,,DD_g393,846,348,,ReadEL,0.00404,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,18.75488750216347,3.375,3.0,Partition(FastLargestClique),0.048102,5,280,HTD,0.009398,20,,,,,,PartitionTreedec,0.061752
,,,,,,,DD_g394,310,124,,ReadEL,0.003276,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,13.509775004326936,3.34375,3.0,Partition(FastLargestClique),0.018856,5,96,HTD,0.009729,15,,,,,,PartitionTreedec,0.032068
,,,,,,,DD_g395,961,403,,ReadEL,0.010687,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11.0,2.7198795180722892,2.0,Partition(FastLargestClique),0.047238,5,332,HTD,0.01113,12,,,,,,PartitionTreedec,0.069312
,,,,,,,DD_g396,687,294,,ReadEL,0.003527,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,17.339850002884624,2.938775510204082,2.0,Partition(FastLargestClique),0.037701,5,245,HTD,0.019076,18,,,,,,PartitionTreedec,0.060521
,,,,,,,DD_g397,1400,553,,ReadEL,0.003152,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,17.339850002884624,3.306487695749441,3.0,Partition(FastLargestClique),0.069198,5,447,HTD,0.015077,18,,,,,,PartitionTreedec,0.087716
,,,,,,,DD_g398,679,297,,ReadEL,0.002987,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11.754887502163468,2.8122448979591836,2.0,Partition(FastLargestClique),0.041514,5,245,HTD,0.011397,12,,,,,,PartitionTreedec,0.056116
,,,,,,,DD_g399,705,316,,ReadEL,0.002485,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12.584962500721156,2.8377358490566036,2.0,Partition(FastLargestClique),0.040549,5,265,HTD,0.00813,12,,,,,,PartitionTreedec,0.051381
,,,,,,,DD_g39,627,263,,ReadEL,0.019381,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,17.24674059849314,3.3454545454545452,3.0,Partition(FastLargestClique),0.044288,4,220,HTD,0.015954,20,,,,,,PartitionTreedec,0.079835
,,,,,,,DD_g3,450,188,,ReadEL,0.003935,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6.0,2.588607594936709,2.0,Partition(FastLargestClique),0.023489,5,158,HTD,0.007217,6,,,,,,PartitionTreedec,0.034858
,,,,,,,DD_g400,563,242,,ReadEL,0.004201,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8.584962500721156,2.745,2.0,Partition(FastLargestClique),0.031225,5,200,HTD,0.018171,8,,,,,,PartitionTreedec,0.053812
,,,,,,,DD_g401,463,214,,ReadEL,0.002252,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7.754887502163468,2.5604395604395602,2.0,Partition(FastLargestClique),0.025482,5,182,HTD,0.006696,8,,,,,,PartitionTreedec,0.034645
,,,,,,,DD_g402,385,159,,ReadEL,0.001982,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9.754887502163468,2.9083969465648853,2.0,Partition(FastLargestClique),0.021587,5,131,HTD,0.008144,10,,,,,,PartitionTreedec,0.031926
,,,,,,,DD_g403,948,341,,ReadEL,0.002165,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13.754887502163468,2.898916967509025,2.0,Partition(FastLargestClique),0.039509,5,277,HTD,0.012104,14,,,,,,PartitionTreedec,0.054024
,,,,,,,DD_g404,933,366,,ReadEL,0.006505,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,13.754887502163468,3.1864406779661016,3.0,Partition(FastLargestClique),0.131449,5,295,HTD,0.166443,17,,,,,,PartitionTreedec,0.304658
,,,,,,,DD_g405,640,287,,ReadEL,0.001706,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8.584962500721156,2.5020576131687244,2.0,Partition(FastLargestClique),0.034491,5,243,HTD,0.009208,8,,,,,,PartitionTreedec,0.045623
,,,,,,,DD_g406,557,247,,ReadEL,0.002914,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10.754887502163468,2.7740384615384617,2.0,Partition(FastLargestClique),0.031281,5,208,HTD,0.007631,11,,,,,,PartitionTreedec,0.042045
,,,,,,,DD_g407,208,97,,ReadEL,0.014359,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6.584962500721156,2.3376623376623376,2.0,Partition(FastLargestClique),0.011081,5,77,HTD,0.012585,7,,,,,,PartitionTreedec,0.038237
,,,,,,,DD_g408,814,269,,ReadEL,0.002026,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,16.339850002884624,3.3062200956937797,3.0,Partition(FastLargestClique),0.035325,5,209,HTD,0.009563,19,,,,,,PartitionTreedec,0.047122
,,,,,,,DD_g409,1947,807,,ReadEL,0.009657,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,19.339850002884624,3.0736196319018405,2.0,Partition(FastLargestClique),0.436014,5,652,HTD,0.030935,20,,,,,,PartitionTreedec,0.476958
,,,,,,,DD_g40,581,218,,ReadEL,0.001569,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10.754887502163468,2.7052023121387285,2.0,Partition(FastLargestClique),0.025259,5,173,HTD,0.006539,12,,,,,,PartitionTreedec,0.033575
,,,,,,,DD_g410,1071,406,,ReadEL,0.006319,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,15.754887502163468,2.9906832298136647,2.0,Partition(FastLargestClique),0.121457,5,322,HTD,0.018078,16,,,,,,PartitionTreedec,0.146113
,,,,,,,DD_g411,1101,449,,ReadEL,0.020427,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,12.339850002884624,3.103542234332425,3.0,Partition(FastLargestClique),0.123016,5,367,HTD,0.143529,13,,,,,,PartitionTreedec,0.287246
,,,,,,,DD_g412,314,136,,ReadEL,0.011565,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10.169925001442312,2.8839285714285716,2.0,Partition(FastLargestClique),0.017647,4,112,HTD,0.007322,10,,,,,,PartitionTreedec,0.036749
,,,,,,,DD_g413,1086,474,,ReadEL,0.00289,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14.754887502163468,3.2190721649484537,3.0,Partition(FastLargestClique),0.083114,5,388,HTD,0.07588,16,,,,,,PartitionTreedec,0.16214
,,,,,,,DD_g414,946,378,,ReadEL,0.002817,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13.339850002884624,3.0433333333333334,2.0,Partition(FastLargestClique),0.043813,5,300,HTD,0.011021,14,,,,,,PartitionTreedec,0.057947
,,,,,,,DD_g415,426,150,,ReadEL,0.005529,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11.339850002884624,2.9454545454545453,2.0,Partition(FastLargestClique),0.01811,5,110,HTD,0.006595,12,,,,,,PartitionTreedec,0.030449
,,,,,,,DD_g416,983,351,,ReadEL,0.024853,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,16.339850002884624,3.801470588235294,3.0,Partition(FastLargestClique),0.045224,5,272,HTD,0.011788,18,,,,,,PartitionTreedec,0.082068
,,,,,,,DD_g417,873,312,,ReadEL,0.003397,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,12.339850002884624,2.88663967611336,2.0,Partition(FastLargestClique),0.039872,5,247,HTD,0.012472,13,,,,,,PartitionTreedec,0.055956
,,,,,,,DD_g418,505,226,,ReadEL,0.003295,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12.0,3.1578947368421053,3.0,Partition(FastLargestClique),0.030291,5,190,HTD,0.027489,12,,,,,,PartitionTreedec,0.061298
,,,,,,,DD_g419,534,222,,ReadEL,0.001937,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,13.509775004326936,2.966666666666667,2.0,Partition(FastLargestClique),0.044964,5,180,HTD,0.008779,15,,,,,,PartitionTreedec,0.055893
,,,,,,,DD_g41,1381,447,,ReadEL,0.004514,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,18.661778097771986,3.28080229226361,2.0,Partition(FastLargestClique),0.056863,5,349,HTD,0.124785,23,,,,,,PartitionTreedec,0.186431
,,,,,,,DD_g420,372,155,,ReadEL,0.001672,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9.584962500721156,2.5669291338582676,2.0,Partition(FastLargestClique),0.018322,5,127,HTD,0.006023,10,,,,,,PartitionTreedec,0.026218
,,,,,,,DD_g421,288,123,,ReadEL,0.005135,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7.584962500721156,2.74,2.0,Partition(FastLargestClique),0.015342,5,100,HTD,0.00782,8,,,,,,PartitionTreedec,0.028505
,,,,,,,DD_g422,472,164,,ReadEL,0.009647,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7.754887502163468,2.6666666666666665,2.0,Partition(FastLargestClique),0.020047,5,123,HTD,0.006643,9,,,,,,PartitionTreedec,0.036537
,,,,,,,DD_g423,1180,484,,ReadEL,0.002691,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,18.75488750216347,3.2081218274111674,3.0,Partition(FastLargestClique),0.060979,5,394,HTD,0.020572,20,,,,,,PartitionTreedec,0.084513
,,,,,,,DD_g424,212,104,,ReadEL,0.003697,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6.584962500721156,2.466666666666667,2.0,Partition(FastLargestClique),0.012144,4,90,HTD,0.006576,7,,,,,,PartitionTreedec,0.022626
,,,,,,,DD_g425,776,315,,ReadEL,0.002042,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,12.92481250360578,3.0038910505836576,2.0,Partition(FastLargestClique),0.040367,5,257,HTD,0.008169,14,,,,,,PartitionTreedec,0.050796
,,,,,,,DD_g426,643,273,,ReadEL,0.006614,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12.339850002884624,3.0405405405405403,2.0,Partition(FastLargestClique),0.053339,5,222,HTD,0.008552,13,,,,,,PartitionTreedec,0.068719
,,,,,,,DD_g427,368,164,,ReadEL,0.001234,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12.754887502163468,2.9191176470588234,2.0,Partition(FastLargestClique),0.020428,5,136,HTD,0.033568,13,,,,,,PartitionTreedec,0.055433
,,,,,,,DD_g428,342,144,,ReadEL,0.002948,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7.754887502163468,2.6,2.0,Partition(FastLargestClique),0.017709,5,120,HTD,0.030257,8,,,,,,PartitionTreedec,0.051123
,,,,,,,DD_g429,488,185,,ReadEL,0.005215,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10.754887502163468,2.9794520547945207,3.0,Partition(FastLargestClique),0.024303,5,146,HTD,0.010839,12,,,,,,PartitionTreedec,0.040563
,,,,,,,DD_g42,1354,620,,ReadEL,0.012307,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,17.169925001442312,3.0860420650095604,2.0,Partition(FastLargestClique),0.080342,5,523,HTD,0.103624,17,,,,,,PartitionTreedec,0.196569
,,,,,,,DD_g430,530,212,,ReadEL,0.001492,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,16.509775004326936,3.415204678362573,3.0,Partition(FastLargestClique),0.028267,5,171,HTD,0.007606,18,,,,,,PartitionTreedec,0.037572
,,,,,,,DD_g431,710,315,,ReadEL,0.006536,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13.169925001442312,2.8807692307692307,2.0,Partition(FastLargestClique),0.042631,5,260,HTD,0.011895,14,,,,,,PartitionTreedec,0.061277
,,,,,,,DD_g432,870,357,,ReadEL,0.00594,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,16.339850002884624,3.090909090909091,2.0,Partition(FastLargestClique),0.0488,5,297,HTD,0.010312,17,,,,,,PartitionTreedec,0.065274
,,,,,,,DD_g433,1756,525,,ReadEL,0.004411,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,47.64548429043133,4.705882352941177,3.0,Partition(FastLargestClique),0.088932,6,391,HTD,0.036735,59,,,,,,PartitionTreedec,0.130322
,,,,,,,DD_g434,449,171,,ReadEL,0.001521,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,13.509775004326936,3.051094890510949,2.0,Partition(FastLargestClique),0.022007,5,137,HTD,0.006321,15,,,,,,PartitionTreedec,0.030058
,,,,,,,DD_g435,926,313,,ReadEL,0.022368,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,21.75488750216347,3.4338842975206614,3.0,Partition(FastLargestClique),0.038067,5,242,HTD,0.010491,24,,,,,,PartitionTreedec,0.071157
,,,,,,,DD_g436,894,366,,ReadEL,0.020488,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14.169925001442312,3.1266666666666665,2.0,Partition(FastLargestClique),0.048149,5,300,HTD,0.014032,14,,,,,,PartitionTreedec,0.082914
,,,,,,,DD_g437,812,357,,ReadEL,0.003049,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12.754887502163468,3.15,3.0,Partition(FastLargestClique),0.068749,4,300,HTD,0.01064,13,,,,,,PartitionTreedec,0.082657
,,,,,,,DD_g438,548,225,,ReadEL,0.005928,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8.754887502163468,2.5833333333333335,2.0,Partition(FastLargestClique),0.026886,5,180,HTD,0.007039,9,,,,,,PartitionTreedec,0.040061
,,,,,,,DD_g439,613,259,,ReadEL,0.005573,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14.339850002884624,3.1926605504587156,3.0,Partition(FastLargestClique),0.091299,5,218,HTD,0.009481,16,,,,,,PartitionTreedec,0.106578
,,,,,,,DD_g43,520,216,,ReadEL,0.002878,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7.169925001442312,2.5402298850574714,2.0,Partition(FastLargestClique),0.026314,5,174,HTD,0.006818,7,,,,,,PartitionTreedec,0.036228
,,,,,,,DD_g440,619,216,,ReadEL,0.001789,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14.094737505048093,3.1183431952662723,2.0,Partition(FastLargestClique),0.028118,5,169,HTD,0.008354,16,,,,,,PartitionTreedec,0.038476
,,,,,,,DD_g441,1902,678,,ReadEL,0.025031,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,22.509775004326936,3.5716981132075474,3.0,Partition(FastLargestClique),0.560912,5,530,HTD,0.027115,26,,,,,,PartitionTreedec,0.613336
,,,,,,,DD_g442,1031,447,,ReadEL,0.002251,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12.584962500721156,2.9863760217983653,3.0,Partition(FastLargestClique),0.052452,5,367,HTD,0.013584,13,,,,,,PartitionTreedec,0.068568
,,,,,,,DD_g443,1057,431,,ReadEL,0.003088,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,18.92481250360578,3.378223495702006,3.0,Partition(FastLargestClique),0.055203,5,349,HTD,0.021337,20,,,,,,PartitionTreedec,0.07989
,,,,,,,DD_g444,1392,539,,ReadEL,0.018627,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,19.509775004326936,3.4473067915690865,3.0,Partition(FastLargestClique),0.08718,5,427,HTD,0.20646,22,,,,,,PartitionTreedec,0.312541
,,,,,,,DD_g445,1006,392,,ReadEL,0.011027,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,15.92481250360578,2.93730407523511,2.0,Partition(FastLargestClique),0.049779,5,319,HTD,0.013442,17,,,,,,PartitionTreedec,0.074514
,,,,,,,DD_g446,871,387,,ReadEL,0.002426,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14.339850002884624,3.3333333333333335,3.0,Partition(FastLargestClique),0.053868,4,318,HTD,0.011659,15,,,,,,PartitionTreedec,0.068171
,,,,,,,DD_g447,690,323,,ReadEL,0.005694,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12.754887502163468,2.5984848484848486,2.0,Partition(FastLargestClique),0.047237,5,264,HTD,0.025021,13,,,,,,PartitionTreedec,0.078167
,,,,,,,DD_g448,910,346,,ReadEL,0.003449,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,12.169925001442312,2.629496402877698,2.0,Partition(FastLargestClique),0.039077,5,278,HTD,0.014481,13,,,,,,PartitionTreedec,0.057253
,,,,,,,DD_g449,938,395,,ReadEL,0.004983,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14.339850002884624,2.965625,2.0,Partition(FastLargestClique),0.048905,5,320,HTD,0.013055,15,,,,,,PartitionTreedec,0.067199
,,,,,,,DD_g44,1100,394,,ReadEL,0.003905,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,21.339850002884624,3.426282051282051,3.0,Partition(FastLargestClique),0.392268,5,312,HTD,0.152078,23,,,,,,PartitionTreedec,0.548513
,,,,,,,DD_g450,1826,723,,ReadEL,0.004337,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,28.84962500721156,3.4664310954063606,3.0,Partition(FastLargestClique),0.091318,5,566,HTD,0.261879,32,,,,,,PartitionTreedec,0.357833
,,,,,,,DD_g451,1145,404,,ReadEL,0.01375,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,20.339850002884624,3.4231974921630095,2.0,Partition(FastLargestClique),0.050088,5,319,HTD,0.328892,24,,,,,,PartitionTreedec,0.393
,,,,,,,DD_g452,392,186,,ReadEL,0.003256,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9.584962500721156,2.700636942675159,2.0,Partition(FastLargestClique),0.024178,5,157,HTD,0.007353,9,,,,,,PartitionTreedec,0.034994
,,,,,,,DD_g453,937,320,,ReadEL,0.013066,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,20.509775004326936,3.3423076923076924,3.0,Partition(FastLargestClique),0.041645,5,260,HTD,0.011127,22,,,,,,PartitionTreedec,0.066119
,,,,,,,DD_g454,858,316,,ReadEL,0.003195,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14.754887502163468,3.042307692307692,2.0,Partition(FastLargestClique),0.049272,5,260,HTD,0.014164,16,,,,,,PartitionTreedec,0.066848
,,,,,,,DD_g455,514,213,,ReadEL,0.001472,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6.584962500721156,2.1882352941176473,2.0,Partition(FastLargestClique),0.0233,5,170,HTD,0.00666,6,,,,,,PartitionTreedec,0.031645
,,,,,,,DD_g456,656,293,,ReadEL,0.003672,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13.339850002884624,2.691983122362869,2.0,Partition(FastLargestClique),0.034952,5,237,HTD,0.011242,14,,,,,,PartitionTreedec,0.05007
,,,,,,,DD_g457,777,321,,ReadEL,0.014982,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11.584962500721156,3.0152091254752853,2.0,Partition(FastLargestClique),0.043426,5,263,HTD,0.010889,11,,,,,,PartitionTreedec,0.069508
,,,,,,,DD_g458,945,399,,ReadEL,0.013762,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,18.094737505048094,3.120845921450151,2.0,Partition(FastLargestClique),0.04965,5,331,HTD,0.011387,20,,,,,,PartitionTreedec,0.075106
,,,,,,,DD_g459,257,116,,ReadEL,0.002223,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7.339850002884624,2.663157894736842,3.0,Partition(FastLargestClique),0.014172,4,95,HTD,0.006804,8,,,,,,PartitionTreedec,0.023411
