Contraction.avg_deg,Contraction.error_status,Contraction.in_n,Contraction.largest_clique,Contraction.max_deg,Contraction.out_n,Contraction.time,GraphInput.error_status,GraphInput.girg_options,GraphInput.graph,GraphInput.m,GraphInput.n,GraphInput.n_gen,GraphInput.option,GraphInput.time,GraphStats.avg_deg,GraphStats.clustering,GraphStats.deg_cov,GraphStats.error_status,GraphStats.largest_clique,GraphStats.num_cliques,GraphStats.sum_clique_sizes,GraphStats.time,PartLargestBag.error_status,PartLargestBag.max_partition_num,PartLargestBag.max_weight,PartLargestBag.mean_partition_num,PartLargestBag.median_partition_num,PartLargestBag.num_branching_max,PartLargestBag.num_branching_mean,PartLargestBag.num_branching_median,PartLargestBag.num_branching_sum,PartLargestBag.num_clq_red,PartLargestBag.num_lb2_reductions_max,PartLargestBag.num_lb2_reductions_mean,PartLargestBag.num_lb2_reductions_median,PartLargestBag.num_lb2_reductions_sum,PartLargestBag.num_lb_reductions_max,PartLargestBag.num_lb_reductions_mean,PartLargestBag.num_lb_reductions_median,PartLargestBag.num_lb_reductions_sum,PartLargestBag.num_leaves_max,PartLargestBag.num_leaves_mean,PartLargestBag.num_leaves_median,PartLargestBag.num_leaves_sum,PartLargestBag.num_sw_reductions_max,PartLargestBag.num_sw_reductions_mean,PartLargestBag.num_sw_reductions_median,PartLargestBag.num_sw_reductions_sum,PartLargestBag.partition_option,PartLargestBag.status,PartLargestBag.time,Partition.AssignVertices.error_status,Partition.AssignVertices.option,Partition.AssignVertices.time,Partition.MaximalIS.error_status,Partition.MaximalIS.option,Partition.MaximalIS.size,Partition.MaximalIS.time,Partition.amount,Partition.average,Partition.error_status,Partition.hs_size,Partition.largest,Partition.lower_bound,Partition.median,Partition.num_branching,Partition.num_dead_end,Partition.num_lb2_reductions,Partition.num_lb_reductions,Partition.num_leaves,Partition.num_long_paths,Partition.num_sw_reductions,Partition.option,Partition.product_weight,Partition.smallest,Partition.status,Partition.time,PartitionBags.error_status,PartitionBags.max_partition_num,PartitionBags.max_weight,PartitionBags.mean_partition_num,PartitionBags.median_partition_num,PartitionBags.num_branching_max,PartitionBags.num_branching_mean,PartitionBags.num_branching_median,PartitionBags.num_branching_sum,PartitionBags.num_clq_red,PartitionBags.num_lb2_reductions_max,PartitionBags.num_lb2_reductions_mean,PartitionBags.num_lb2_reductions_median,PartitionBags.num_lb2_reductions_sum,PartitionBags.num_lb_reductions_max,PartitionBags.num_lb_reductions_mean,PartitionBags.num_lb_reductions_median,PartitionBags.num_lb_reductions_sum,PartitionBags.num_leaves_max,PartitionBags.num_leaves_mean,PartitionBags.num_leaves_median,PartitionBags.num_leaves_sum,PartitionBags.num_sw_reductions_max,PartitionBags.num_sw_reductions_mean,PartitionBags.num_sw_reductions_median,PartitionBags.num_sw_reductions_sum,PartitionBags.partition_option,PartitionBags.status,PartitionBags.time,Treewidth.error_status,Treewidth.num_bags,Treewidth.option,Treewidth.status,Treewidth.time,Treewidth.treewidth,WeightedTreewidth.elimination_width,WeightedTreewidth.error_status,WeightedTreewidth.option,WeightedTreewidth.time,WeightedTreewidth.time_elimination_game,WeightedTreewidth.treewidth,error_status,option,time
,,,,,,,none,,can_256,1329,256,,ReadEL,0.006088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,14,22.10656294044488,3.3986486486486487,2.0,-1,-1,-1,-1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.039779,none,148,HTD,,0.063856,32,,,,,,,none,PartitionTreedec,0.111402
,,,,,,,none,,can_268,1406,268,,ReadEL,0.008756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,12,19.24674059849314,3.614864864864865,3.0,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.255245,none,148,HTD,,0.026976,27,,,,,,,none,PartitionTreedec,0.292643
,,,,,,,none,,can_292,1123,292,,ReadEL,0.004471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,14,18.67970000576925,3.696969696969697,3.0,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.048772,none,231,HTD,,0.013459,21,,,,,,,none,PartitionTreedec,0.068375
,,,,,,,none,,can_445,1681,445,,ReadEL,0.003625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,34,52.774437510817314,6.159090909090909,4.0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.093667,none,264,HTD,,0.062975,69,,,,,,,none,PartitionTreedec,0.161893
,,,,,,,none,,can_61,247,61,,ReadEL,0.004115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,3,5.169925001442312,1.542857142857143,1.0,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.003848,none,35,HTD,,0.143483,7,,,,,,,none,PartitionTreedec,0.153115
,,,,,,,none,,can_62,77,62,,ReadEL,0.001719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,4,4.0,1.9322033898305084,2.0,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.007837,none,59,HTD,,0.024453,3,,,,,,,none,PartitionTreedec,0.035667
,,,,,,,none,,can_634,3296,634,,ReadEL,0.006326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,33,57.5702967940371,4.699738903394256,4.0,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.205447,none,383,HTD,,0.353462,84,,,,,,,none,PartitionTreedec,0.566972
,,,,,,,none,,can_715,2974,715,,ReadEL,0.013964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,31,40.60451250937502,4.841304347826087,4.0,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.494945,none,460,HTD,,0.280225,47,,,,,,,none,PartitionTreedec,0.790869
,,,,,,,none,,can_73,151,73,,ReadEL,0.06326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,9,10.169925001442312,3.19672131147541,2.0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.011652,none,61,HTD,,0.00674,10,,,,,,,none,PartitionTreedec,0.083328
,,,,,,,none,,can_838,4585,838,,ReadEL,0.08911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,29,42.11298920960431,4.264077669902913,2.0,-1,-1,-1,-1,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.159977,none,515,HTD,,0.049334,57,,,,,,,none,PartitionTreedec,0.300119
,,,,,,,none,,can_96,335,96,,ReadEL,0.003182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,10,14.509775004326936,4.017543859649122,4.0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.012941,none,57,HTD,,0.045942,18,,,,,,,none,PartitionTreedec,0.063896
,,,,,,,none,,ca-netscience,912,379,,ReadEL,0.03296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,5,5.584962500721156,1.2777777777777777,1.0,-1,-1,-1,-1,181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.027035,none,216,HTD,,0.010478,8,,,,,,,none,PartitionTreedec,0.072153
,,,,,,,none,,ca-sandi_auths,122,86,,ReadEL,0.001008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,3,3.584962500721156,1.1692307692307693,1.0,-1,-1,-1,-1,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.003199,none,65,HTD,,0.006202,4,,,,,,,none,PartitionTreedec,0.012054
,,,,,,,none,,cat_ears_2_1,241,85,,ReadEL,0.001814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,19,26.019550008653873,6.963636363636364,5.0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.015287,none,55,HTD,,0.054692,30,,,,,,,none,PartitionTreedec,0.073469
,,,,,,,none,,cat_ears_2_4,7947,2689,,ReadEL,0.011602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,327,445.4075376435097,14.1008958038661,3.0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,4.795123,none,2121,HTD,,2.249613,529,,,,,,,none,PartitionTreedec,7.058191
,,,,,,,none,,cat_ears_3_1,531,204,,ReadEL,0.007635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,41,50.35940001153849,8.646258503401361,5.0,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.044643,none,147,HTD,,0.105883,56,,,,,,,none,PartitionTreedec,0.159804
,,,,,,,none,,cat_ears_4_1,928,377,,ReadEL,0.002705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,65,84.1338375223558,10.112727272727273,4.0,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.107697,none,275,HTD,,0.229172,98,,,,,,,none,PartitionTreedec,0.341262
,,,,,,,none,,cavity01,4236,317,,ReadEL,0.054588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,10,19.416665599935456,3.2695652173913046,3.0,-1,-1,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.089364,none,115,HTD,,0.147096,37,,,,,,,none,PartitionTreedec,0.292623
,,,,,,,none,,cavity05,17446,1182,,ReadEL,0.077094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,17,35.1726311026617,2.8481927710843373,2.0,-1,-1,-1,-1,193,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.086301,none,415,HTD,,0.046085,69,,,,,,,none,PartitionTreedec,0.211166
,,,,,,,none,,cavity15,1513,182,,ReadEL,0.012817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,4,8.076815597050832,1.9090909090909092,2.0,-1,-1,-1,-1,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.074485,none,121,HTD,,0.052633,18,,,,,,,none,PartitionTreedec,0.141624
,,,,,,,none,,cegb3024,38425,2996,,ReadEL,0.094123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,17,41.25319883457364,3.682926829268293,2.0,-1,-1,-1,-1,106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.228116,none,656,HTD,,0.258827,85,,,,,,,none,PartitionTreedec,0.582951
,,,,,,,none,,cegb3306,35846,3222,,ReadEL,0.086187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,10,32.53897320099349,2.4631782945736433,2.0,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.158416,none,516,HTD,,0.11388,89,,,,,,,none,PartitionTreedec,0.360223
,,,,,,,none,,c-fat200-1,1533,200,,ReadEL,0.002516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,3,7.754887502163468,2.1944444444444446,2.0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.008329,none,36,HTD,,0.008111,16,,,,,,,none,PartitionTreedec,0.020597
,,,,,,,none,,c-fat500-1,4458,500,,ReadEL,0.05685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,3,8.614709844115207,2.2911392405063293,2.0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.025855,none,79,HTD,,0.096936,19,,,,,,,none,PartitionTreedec,0.181243
,,,,,,,none,,ch4-4-b1,137,72,,ReadEL,0.000946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,8,10.339850002884624,2.2950819672131146,2.0,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.010468,none,61,HTD,,0.137883,11,,,,,,,none,PartitionTreedec,0.151004
,,,,,,,none,,ch4-4-b2,281,96,,ReadEL,0.003105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,24,27.67970000576925,7.9393939393939394,6.0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.019066,none,66,HTD,,0.161024,30,,,,,,,none,PartitionTreedec,0.184861
,,,,,,,none,,ch5-5-b1,389,200,,ReadEL,0.001046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,12,16.509775004326936,2.2375690607734806,2.0,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.031098,none,181,HTD,,0.195736,19,,,,,,,none,PartitionTreedec,0.229531
,,,,,,,none,,ch5-5-b2,1792,600,,ReadEL,0.03206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,89,110.64361252668273,7.421610169491525,3.0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.182685,none,472,HTD,,0.089456,125,,,,,,,none,PartitionTreedec,0.305903
,,,,,,,none,,ch5-5-b3,2371,600,,ReadEL,0.003797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,172,217.04211255552917,27.880368098159508,8.0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.518404,none,326,HTD,,0.253827,248,,,,,,,none,PartitionTreedec,0.777793
,,,,,,,none,,ch6-6-b1,884,450,,ReadEL,0.004784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,19,25.849625007211557,2.1880952380952383,2.0,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.07754,none,420,HTD,,0.031053,30,,,,,,,none,PartitionTreedec,0.115046
,,,,,,,none,,ch6-6-b2,7186,2400,,ReadEL,0.010252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,204,261.1564000692312,7.690602409638554,3.0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,1.827986,none,2075,HTD,,0.564505,301,,,,,,,none,PartitionTreedec,2.40458
,,,,,,,none,,ch6-6-b3,21589,5400,,ReadEL,0.039711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,950,1224.347412838224,36.89541984732824,4.0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,35.00702,none,3930,HTD,,30.507204,1418,,,,,,,none,PartitionTreedec,65.555875
,,,,,,,none,,ch6-6-b4,21545,5400,,ReadEL,0.030885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,1464,1754.7263628584174,68.61362944934591,9.0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,73.804964,none,3287,HTD,,75.555792,1960,,,,,,,none,PartitionTreedec,149.393434
,,,,,,,none,,ch7-6-b1,1242,630,,ReadEL,0.006794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,20,29.019550008653866,2.1714285714285713,2.0,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.099333,none,595,HTD,,0.095152,35,,,,,,,none,PartitionTreedec,0.202982
,,,,,,,none,,ch7-6-b2,12586,4200,,ReadEL,0.066422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,304,405.1985126247603,6.774245689655173,3.0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,2.701572,none,3712,HTD,,1.391493,476,,,,,,,none,PartitionTreedec,4.161422
,,,,,,,none,,ch7-7-b1,1743,882,,ReadEL,0.004209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,25,34.189475010096174,2.177170035671819,2.0,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.212001,none,841,HTD,,0.214558,41,,,,,,,none,PartitionTreedec,0.432521
,,,,,,,none,,ch7-7-b2,22032,7350,,ReadEL,0.091424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,447,584.2962626680282,6.454983438723276,3.0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,5.312718,none,6642,HTD,,3.928228,681,,,,,,,none,PartitionTreedec,9.334588
,,,,,,,none,,ch7-8-b1,2328,1176,,ReadEL,0.041413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,29,39.94436251225964,2.182462356067316,2.0,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.225425,none,1129,HTD,,0.026397,47,,,,,,,none,PartitionTreedec,0.294999
,,,,,,,none,,ch7-9-b1,2997,1512,,ReadEL,0.013342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,32,45.86917501586541,2.1379547014413176,2.0,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.637195,none,1457,HTD,,0.073996,55,,,,,,,none,PartitionTreedec,0.726338
,,,,,,,none,,ch8-8-b1,3108,1568,,ReadEL,0.004531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,33,47.45413751658656,2.1217736598279284,2.0,-1,-1,-1,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.385833,none,1511,HTD,,0.116853,57,,,,,,,none,PartitionTreedec,0.527523
,,,,,,,none,,ch,23750,8273,,ReadEL,0.067569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,1246,1354.8030251341352,16.838828922076,4.0,-1,-1,-1,-1,153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,15.704818,none,6763,HTD,,25.882942,1431,,,,,,,none,PartitionTreedec,41.657371
,,,,,,,none,,Chebyshev1,1541,261,,ReadEL,0.003071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,2,3.807354922057604,2.0,2.0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.457546,none,253,HTD,,0.26275,6,,,,,,,none,PartitionTreedec,0.725015
,,,,,,,none,,Chebyshev2,12293,2053,,ReadEL,0.015916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,2,3.807354922057604,2.0,2.0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.512058,none,2045,HTD,,0.312772,6,,,,,,,none,PartitionTreedec,0.842555
,,,,,,,none,,Chebyshev3,24581,4101,,ReadEL,0.031227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,2,3.807354922057604,2.0,2.0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,1.69192,none,4093,HTD,,0.154966,6,,,,,,,none,PartitionTreedec,1.88001
,,,,,,,none,,chesapeake,169,39,,ReadEL,0.03008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,5,8.169925001442312,3.3214285714285716,3.0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.007207,none,28,HTD,,0.010555,10,,,,,,,none,PartitionTreedec,0.049614
,,,,,,,none,,circuit_1,16623,2624,,ReadEL,0.040695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,35,66.80735492205761,1.5945945945945945,1.0,-1,-1,-1,-1,1116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.244882,none,1443,HTD,,0.121832,100,,,,,,,none,PartitionTreedec,0.409145
