n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
3226,seed=3341 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1410,3309,3226,1410,1410,2.2879432624113476,19,2.0,1,31,0.472025,0.033744,0.00438,0.00744,0.426461
3213,seed=3342 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1371,3263,3213,1371,1371,2.3435448577680527,18,2,1,30,0.738787,0.035267,0.004197,0.007988,0.691335
3248,seed=3343 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1453,3402,3248,1453,1453,2.2353750860289057,13,2,1,27,0.586638,0.032267,0.004448,0.007705,0.542218
3260,seed=3344 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1427,3348,3260,1427,1427,2.2845129642606867,19,2,1,36,0.715388,0.039986,0.004859,0.00883,0.661713
3252,seed=3345 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1439,3393,3252,1439,1439,2.259902710215427,17,2,1,30,0.698011,0.039879,0.004488,0.008428,0.645216
3256,seed=3346 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1439,3378,3256,1439,1439,2.2626824183460736,16,2,1,32,0.455756,0.033387,0.004254,0.007454,0.410661
3214,seed=3347 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1418,3327,3214,1418,1418,2.2665726375176303,16,2.0,1,35,0.507085,0.033858,0.004194,0.007842,0.461191
3272,seed=3337 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1485,3442,3272,1485,1485,2.203367003367003,13,2,1,34,0.757741,0.042554,0.0044,0.008689,0.702098
3294,seed=3338 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1479,3454,3294,1479,1479,2.2271805273833674,17,2,1,36,0.860501,0.047636,0.004576,0.009358,0.798931
3271,seed=3339 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1453,3396,3271,1453,1453,2.2512044046799726,14,2,1,45,0.621971,0.042403,0.004326,0.008667,0.566575
3262,seed=3340 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1452,3412,3262,1452,1452,2.246556473829201,15,2.0,1,33,0.621172,0.038821,0.004298,0.008297,0.569756
3246,seed=3341 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1448,3384,3246,1448,1448,2.2417127071823204,18,2.0,1,33,0.611029,0.039812,0.004257,0.008331,0.558629
3241,seed=3342 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1424,3360,3241,1424,1424,2.2759831460674156,16,2.0,1,37,0.774394,0.042046,0.004394,0.009048,0.718906
3250,seed=3343 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1501,3492,3250,1501,1501,2.1652231845436374,12,2,1,34,0.610773,0.037444,0.004351,0.008576,0.560402
3280,seed=3344 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1489,3453,3280,1489,1489,2.202820685023506,19,2,1,44,0.95123,0.047963,0.004562,0.009329,0.889376
3267,seed=3345 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1469,3430,3267,1469,1469,2.2239618788291353,15,2,1,37,0.758648,0.047544,0.004672,0.009383,0.697049
3257,seed=3346 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1479,3444,3257,1479,1479,2.2021636240703177,13,2,1,50,0.519636,0.040055,0.004665,0.008411,0.466505
3243,seed=3347 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1474,3425,3243,1474,1474,2.200135685210312,14,2.0,1,37,0.656285,0.041451,0.004479,0.008595,0.60176
3271,seed=3337 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1100,2795,3271,1100,1100,2.9736363636363636,14,2.0,1,31,0.367537,0.030196,0.003864,0.006852,0.326625
3296,seed=3338 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1082,2770,3296,1082,1082,3.0462107208872458,15,2.0,1,44,0.386385,0.03228,0.003947,0.006988,0.34317
3284,seed=3339 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1110,2810,3284,1110,1110,2.9585585585585585,15,2.0,1,35,0.352423,0.030035,0.003873,0.006722,0.311793
3283,seed=3340 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1095,2797,3283,1095,1095,2.998173515981735,14,2,1,31,0.333113,0.028834,0.003779,0.006378,0.294122
3196,seed=3341 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1081,2742,3196,1081,1081,2.9565217391304346,16,2,1,29,0.315388,0.029631,0.003992,0.006115,0.27565
3206,seed=3342 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1065,2714,3206,1065,1065,3.0103286384976524,15,2,1,27,0.368806,0.029987,0.003718,0.006395,0.328706
3285,seed=3343 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1129,2851,3285,1129,1129,2.909654561558902,13,2,1,27,0.3285,0.028495,0.003801,0.006451,0.289753
3268,seed=3344 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1074,2739,3268,1074,1074,3.0428305400372437,14,2.0,1,42,0.395849,0.032577,0.003918,0.00691,0.352444
3241,seed=3345 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1080,2761,3241,1080,1080,3.0009259259259258,14,2.0,1,35,0.377349,0.032689,0.003829,0.006517,0.334314
3268,seed=3346 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1087,2770,3268,1087,1087,3.0064397424103038,13,2,1,27,0.317257,0.029281,0.003797,0.00614,0.278039
3257,seed=3347 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1083,2746,3257,1083,1083,3.007386888273315,15,2,1,32,0.35626,0.029536,0.004042,0.0064,0.316282
3274,seed=3337 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1126,2846,3274,1126,1126,2.907637655417407,12,2.0,1,35,0.41703,0.033931,0.003896,0.007047,0.372156
3297,seed=3338 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1095,2790,3297,1095,1095,3.010958904109589,14,2,1,43,0.422556,0.035682,0.003946,0.006997,0.375931
3299,seed=3339 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1131,2856,3299,1131,1131,2.9168877099911583,13,2,1,35,0.374479,0.033357,0.004131,0.006996,0.329995
3314,seed=3340 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1119,2846,3314,1119,1119,2.961572832886506,13,2,1,31,0.352896,0.033814,0.003865,0.00662,0.308597
3295,seed=3341 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1149,2876,3295,1149,1149,2.8677110530896432,16,2,1,32,0.357709,0.03406,0.003978,0.006489,0.313182
3281,seed=3342 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1112,2821,3281,1112,1112,2.9505395683453237,13,2.0,1,27,0.412879,0.034527,0.003794,0.006824,0.367734
3316,seed=3343 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1171,2926,3316,1171,1171,2.8317677198975235,13,2,1,27,0.33554,0.031581,0.003816,0.006652,0.293491
3292,seed=3344 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1118,2820,3292,1118,1118,2.9445438282647585,13,2.0,1,42,0.431711,0.036747,0.003981,0.007079,0.383904
3242,seed=3345 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1114,2827,3242,1114,1114,2.9102333931777378,14,2.0,1,31,0.397542,0.035464,0.003914,0.006599,0.351565
3299,seed=3346 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1136,2869,3299,1136,1136,2.904049295774648,13,2.0,1,27,0.332774,0.032746,0.003856,0.006507,0.289665
3292,seed=3347 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1132,2847,3292,1132,1132,2.908127208480565,14,2.0,1,29,0.353107,0.033066,0.003988,0.006534,0.309519
3311,seed=3337 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1192,2972,3311,1192,1192,2.777684563758389,11,2.0,1,38,0.587732,0.040136,0.004118,0.008223,0.535255
3315,seed=3338 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1165,2924,3315,1165,1165,2.8454935622317596,13,2,1,54,0.59046,0.044314,0.004211,0.008514,0.533421
3320,seed=3339 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1183,2966,3320,1183,1183,2.806424344885883,12,2,1,46,0.529846,0.04157,0.00411,0.008138,0.476028
3319,seed=3340 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1161,2919,3319,1161,1161,2.858742463393626,12,2,1,37,0.450032,0.039406,0.003957,0.00747,0.399199
3308,seed=3341 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1190,2958,3308,1190,1190,2.779831932773109,15,2.0,1,32,0.436748,0.039732,0.004201,0.007252,0.385563
3292,seed=3342 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1170,2934,3292,1170,1170,2.813675213675214,12,2.0,1,34,0.511154,0.040621,0.004161,0.007355,0.459017
3323,seed=3343 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1229,3033,3323,1229,1229,2.703824247355574,12,2,1,31,0.415433,0.037793,0.004108,0.007525,0.366007
3301,seed=3344 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1175,2946,3301,1175,1175,2.8093617021276596,12,2,1,35,0.570543,0.045766,0.004286,0.007923,0.512568
3297,seed=3345 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1180,2955,3297,1180,1180,2.7940677966101695,13,2.0,1,39,0.518442,0.043988,0.004149,0.007772,0.462533
3312,seed=3346 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1189,2979,3312,1189,1189,2.7855340622371743,12,2,1,38,0.426132,0.041079,0.003998,0.007428,0.373627
3313,seed=3347 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1198,2982,3313,1198,1198,2.7654424040066776,11,2.0,1,33,0.448226,0.039738,0.004295,0.007454,0.396739
2590,seed=4335 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1851,3850,2590,1851,1851,1.3992436520799567,19,1,1,19,0.489421,0.015399,0.003674,0.011432,0.458916
3278,seed=4336 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,2441,5047,3278,2441,2441,1.34289225727161,15,1,1,18,0.94225,0.024755,0.005076,0.014212,0.898207
2685,seed=4337 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1893,3950,2685,1893,1893,1.4183835182250397,17,1,1,17,0.625667,0.017031,0.003848,0.01174,0.593048
2718,seed=4338 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1954,4040,2718,1954,1954,1.390992835209826,17,1.0,1,17,0.641172,0.017063,0.003756,0.012156,0.608197
3104,seed=4339 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,2309,4760,3104,2309,2309,1.3443048938934603,16,1,1,18,0.865163,0.022207,0.004346,0.013329,0.825281
2484,seed=4340 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1758,3658,2484,1758,1758,1.4129692832764504,15,1.0,1,19,0.514678,0.014771,0.004136,0.011002,0.484769
2271,seed=4341 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1600,3331,2271,1600,1600,1.419375,15,1.0,1,19,0.395704,0.01277,0.003072,0.010268,0.369594
2622,seed=4342 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1882,3916,2622,1882,1882,1.3931987247608926,17,1.0,1,21,0.667209,0.016989,0.003918,0.011703,0.634599
2176,seed=4343 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1520,3189,2176,1520,1520,1.431578947368421,14,1.0,1,19,0.291313,0.012094,0.002869,0.009717,0.266633
2889,seed=4344 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,2088,4331,2889,2088,2088,1.3836206896551724,16,1.0,1,17,0.716567,0.019137,0.004123,0.01257,0.680737
2452,seed=4345 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1718,3588,2452,1718,1718,1.4272409778812574,18,1.0,1,20,0.421437,0.014756,0.003336,0.01094,0.392405
2607,seed=4335 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1866,3882,2607,1866,1866,1.3971061093247588,18,1.0,1,20,0.578119,0.015982,0.003602,0.011552,0.546983
3293,seed=4336 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,2445,5051,3293,2445,2445,1.3468302658486708,14,1,1,18,0.882078,0.025325,0.004724,0.013458,0.838571
2694,seed=4337 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1888,3945,2694,1888,1888,1.4269067796610169,17,1.0,1,18,0.634279,0.017423,0.003863,0.011402,0.601591
2752,seed=4338 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1989,4119,2752,1989,1989,1.3836098541980895,16,1,1,17,0.648316,0.018068,0.004242,0.012212,0.613794
3127,seed=4339 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,2329,4803,3127,2329,2329,1.3426363246028339,16,1,1,21,1.180719,0.022766,0.004512,0.013695,1.139746
2513,seed=4340 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1778,3701,2513,1778,1778,1.4133858267716535,15,1.0,1,18,0.428631,0.015356,0.003528,0.010722,0.399025
2250,seed=4341 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1577,3283,2250,1577,1577,1.4267596702599874,14,1,1,19,0.294625,0.012979,0.003639,0.009759,0.268248
2683,seed=4342 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1919,3986,2683,1919,1919,1.3981240229286087,17,1,1,18,0.675345,0.016937,0.003817,0.011659,0.642932
2204,seed=4343 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1550,3244,2204,1550,1550,1.4219354838709677,12,1.0,1,21,0.29056,0.012412,0.003004,0.009648,0.265496
2877,seed=4344 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,2082,4322,2877,2082,2082,1.3818443804034581,15,1.0,1,20,0.955869,0.019816,0.004096,0.012708,0.919249
2480,seed=4345 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1737,3637,2480,1737,1737,1.427748992515832,17,1,1,18,0.452663,0.015359,0.003435,0.011178,0.422691
2585,seed=4335 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1857,3864,2585,1857,1857,1.392030156165859,17,1,1,21,0.487684,0.016638,0.003754,0.011312,0.45598
3289,seed=4336 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,2454,5063,3289,2454,2454,1.3402607986960065,13,1.0,1,20,0.896162,0.02646,0.00511,0.013559,0.851033
2740,seed=4337 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1924,4027,2740,1924,1924,1.4241164241164241,16,1.0,1,20,0.548714,0.019256,0.003862,0.012028,0.513568
2773,seed=4338 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1998,4134,2773,1998,1998,1.387887887887888,13,1.0,1,21,0.587708,0.019147,0.004122,0.011873,0.552566
3132,seed=4339 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,2322,4786,3132,2322,2322,1.3488372093023255,13,1.0,1,23,1.016308,0.024339,0.00481,0.013075,0.974084
2528,seed=4340 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1781,3705,2528,1781,1781,1.4194272880404266,14,1,1,23,0.466722,0.016741,0.003719,0.010644,0.435618
2323,seed=4341 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1617,3375,2323,1617,1617,1.4366110080395795,14,1,1,18,0.362701,0.014041,0.003339,0.009969,0.335352
2655,seed=4342 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1859,3879,2655,1859,1859,1.4281871974179667,14,1,1,19,0.480893,0.018034,0.00369,0.011064,0.448105
2236,seed=4343 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1584,3308,2236,1584,1584,1.4116161616161615,13,1.0,1,22,0.332873,0.013529,0.003026,0.009843,0.306475
2901,seed=4344 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,2106,4373,2901,2106,2106,1.3774928774928774,15,1.0,1,21,0.70717,0.020461,0.004058,0.012644,0.670007
2473,seed=4345 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1728,3612,2473,1728,1728,1.4311342592592593,15,1.0,1,22,0.436798,0.01621,0.003434,0.011134,0.40602
4236,seed=4335 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1846,4354,4236,1846,1846,2.294691224268689,18,2.0,1,28,0.965972,0.035533,0.005633,0.010459,0.914347
4246,seed=4336 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1854,4346,4246,1854,1854,2.290183387270766,16,2.0,1,35,0.987683,0.043711,0.005693,0.012155,0.926124
4218,seed=4337 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1822,4290,4218,1822,1822,2.3150384193194293,20,2.0,1,41,0.707941,0.042045,0.005853,0.01113,0.648913
4187,seed=4338 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1838,4321,4187,1838,1838,2.2780195865070727,15,2.0,1,27,0.886275,0.037901,0.005373,0.010769,0.832232
4247,seed=4339 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1851,4361,4247,1851,1851,2.2944354403025393,15,2,1,31,0.967434,0.04229,0.005639,0.01182,0.907685
4218,seed=4340 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1805,4267,4218,1805,1805,2.336842105263158,16,2,1,29,0.669772,0.036612,0.005709,0.01008,0.617371
4160,seed=4341 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1841,4298,4160,1841,1841,2.2596414991852254,15,2,1,39,0.623291,0.033619,0.005399,0.010039,0.574234
4181,seed=4342 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1796,4241,4181,1796,1796,2.3279510022271714,18,2.0,1,26,0.79596,0.037848,0.005341,0.010299,0.742472
4104,seed=4343 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1774,4166,4104,1774,1774,2.3134160090191656,14,2.0,1,34,0.577053,0.03366,0.00557,0.009512,0.528311
4215,seed=4344 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1847,4343,4215,1847,1847,2.282079047103411,16,2,1,34,0.822802,0.038374,0.005391,0.011276,0.767761
4192,seed=4345 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1818,4278,4192,1818,1818,2.305830583058306,18,2.0,1,27,0.718226,0.035844,0.005407,0.010349,0.666626
4226,seed=4335 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1862,4384,4226,1862,1862,2.2696025778732545,17,2.0,1,28,1.001293,0.041061,0.005652,0.010888,0.943692
4254,seed=4336 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1874,4392,4254,1874,1874,2.270010672358591,15,2.0,1,28,1.416332,0.048605,0.005642,0.011812,1.350273
4239,seed=4337 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1866,4374,4239,1866,1866,2.2717041800643085,18,2.0,1,32,0.738431,0.044582,0.005741,0.010965,0.677143
4197,seed=4338 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1853,4334,4197,1853,1853,2.2649757150566647,14,2,1,30,1.026121,0.041136,0.005399,0.010598,0.968988
4255,seed=4339 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1895,4436,4255,1895,1895,2.2453825857519787,15,2,1,36,1.22991,0.046082,0.005843,0.011979,1.166006
4220,seed=4340 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1818,4284,4220,1818,1818,2.3212321232123214,15,2.0,1,38,0.721251,0.04082,0.00563,0.010745,0.664056
4175,seed=4341 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1831,4288,4175,1831,1831,2.280174767886401,13,2,1,30,0.600802,0.036498,0.005486,0.009852,0.548966
4188,seed=4342 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1819,4282,4188,1819,1819,2.302363936228697,15,2,1,33,0.877523,0.041894,0.005464,0.010903,0.819262
4163,seed=4343 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1816,4275,4163,1816,1816,2.2924008810572687,14,2.0,1,34,0.602606,0.036614,0.005214,0.009621,0.551157
4235,seed=4344 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1892,4412,4235,1892,1892,2.238372093023256,15,2.0,1,28,0.98319,0.041822,0.005561,0.011458,0.924349
4234,seed=4345 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,1855,4359,4234,1855,1855,2.282479784366577,17,2,1,30,0.828611,0.040575,0.005363,0.010706,0.771967
4258,seed=4335 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1929,4489,4258,1929,1929,2.2073613271124937,17,2,1,33,0.96029,0.046538,0.006089,0.011513,0.89615
4264,seed=4336 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1936,4504,4264,1936,1936,2.2024793388429753,13,2.0,1,39,1.235538,0.058292,0.006396,0.012649,1.158201
4242,seed=4337 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1912,4460,4242,1912,1912,2.2186192468619246,19,2.0,1,47,0.893472,0.05581,0.00589,0.011909,0.819863
4207,seed=4338 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1928,4479,4207,1928,1928,2.1820539419087135,13,2.0,1,39,1.156657,0.05009,0.005704,0.012349,1.088514
4279,seed=4339 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1946,4540,4279,1946,1946,2.1988694758478933,15,2.0,1,38,1.2315,0.055323,0.005798,0.013007,1.157372
4254,seed=4340 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1880,4411,4254,1880,1880,2.2627659574468084,14,2.0,1,38,0.891254,0.048819,0.00571,0.011109,0.825616
4207,seed=4341 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1915,4458,4207,1915,1915,2.1968668407310705,13,2,1,46,0.755531,0.045484,0.00593,0.01102,0.693097
4229,seed=4342 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,1911,4449,4229,1911,1911,2.2129774986917843,14,2,1,42,0.891783,0.050762,0.005605,0.011571,0.823845
